,country_destination_encoded,country_destination
95187,10,US
95188,10,US
95189,7,NDF
95190,7,NDF
95191,7,NDF
95192,6,IT
95193,7,NDF
95194,7,NDF
95195,7,NDF
95196,10,US
95197,6,IT
95198,10,US
95199,7,NDF
95200,7,NDF
95201,10,US
95202,3,ES
95203,7,NDF
95204,10,US
95205,6,IT
95206,7,NDF
95207,10,US
95208,7,NDF
95209,7,NDF
95210,10,US
95211,7,NDF
95212,7,NDF
95213,7,NDF
95214,7,NDF
95215,7,NDF
95216,7,NDF
95217,10,US
95218,7,NDF
95219,10,US
95220,7,NDF
95221,7,NDF
95222,7,NDF
95223,10,US
95224,7,NDF
95225,7,NDF
95226,6,IT
95227,10,US
95228,7,NDF
95229,7,NDF
95230,7,NDF
95231,7,NDF
95232,7,NDF
95233,7,NDF
95234,11,other
95235,7,NDF
95236,10,US
95237,10,US
95238,7,NDF
95239,10,US
95240,5,GB
95241,10,US
95242,7,NDF
95243,10,US
95244,7,NDF
95245,10,US
95246,10,US
95247,10,US
95248,10,US
95249,10,US
95250,10,US
95251,10,US
95252,7,NDF
95253,10,US
95254,7,NDF
95255,10,US
95256,7,NDF
95257,7,NDF
95258,10,US
95259,10,US
95260,10,US
95261,7,NDF
95262,7,NDF
95263,7,NDF
95264,7,NDF
95265,10,US
95266,10,US
95267,10,US
95268,7,NDF
95269,7,NDF
95270,6,IT
95271,10,US
95272,10,US
95273,7,NDF
95274,7,NDF
95275,7,NDF
95276,7,NDF
95277,7,NDF
95278,7,NDF
95279,10,US
95280,10,US
95281,10,US
95282,10,US
95283,7,NDF
95284,10,US
95285,7,NDF
95286,7,NDF
95287,7,NDF
95288,10,US
95289,3,ES
95290,7,NDF
95291,10,US
95292,7,NDF
95293,7,NDF
95294,7,NDF
95295,7,NDF
95296,7,NDF
95297,10,US
95298,7,NDF
95299,7,NDF
95300,7,NDF
95301,7,NDF
95302,7,NDF
95303,7,NDF
95304,7,NDF
95305,11,other
95306,7,NDF
95307,10,US
95308,10,US
95309,10,US
95310,7,NDF
95311,7,NDF
95312,7,NDF
95313,10,US
95314,4,FR
95315,10,US
95316,10,US
95317,7,NDF
95318,10,US
95319,7,NDF
95320,10,US
95321,7,NDF
95322,10,US
95323,7,NDF
95324,7,NDF
95325,7,NDF
95326,7,NDF
95327,7,NDF
95328,10,US
95329,7,NDF
95330,10,US
95331,7,NDF
95332,7,NDF
95333,4,FR
95334,7,NDF
95335,7,NDF
95336,10,US
95337,11,other
95338,7,NDF
95339,4,FR
95340,10,US
95341,7,NDF
95342,7,NDF
95343,7,NDF
95344,10,US
95345,10,US
95346,10,US
95347,10,US
95348,7,NDF
95349,11,other
95350,10,US
95351,10,US
95352,7,NDF
95353,10,US
95354,10,US
95355,10,US
95356,7,NDF
95357,7,NDF
95358,7,NDF
95359,10,US
95360,7,NDF
95361,10,US
95362,7,NDF
95363,7,NDF
95364,10,US
95365,7,NDF
95366,7,NDF
95367,10,US
95368,10,US
95369,10,US
95370,10,US
95371,10,US
95372,10,US
95373,10,US
95374,10,US
95375,10,US
95376,10,US
95377,7,NDF
95378,7,NDF
95379,7,NDF
95380,10,US
95381,7,NDF
95382,10,US
95383,7,NDF
95384,2,DE
95385,7,NDF
95386,7,NDF
95387,10,US
95388,7,NDF
95389,7,NDF
95390,10,US
95391,3,ES
95392,7,NDF
95393,10,US
95394,7,NDF
95395,10,US
95396,10,US
95397,10,US
95398,10,US
95399,7,NDF
95400,7,NDF
95401,4,FR
95402,7,NDF
95403,4,FR
95404,7,NDF
95405,7,NDF
95406,10,US
95407,7,NDF
95408,10,US
95409,10,US
95410,7,NDF
95411,10,US
95412,7,NDF
95413,7,NDF
95414,7,NDF
95415,7,NDF
95416,7,NDF
95417,10,US
95418,4,FR
95419,10,US
95420,7,NDF
95421,7,NDF
95422,7,NDF
95423,7,NDF
95424,10,US
95425,7,NDF
95426,10,US
95427,10,US
95428,7,NDF
95429,10,US
95430,10,US
95431,7,NDF
95432,11,other
95433,7,NDF
95434,7,NDF
95435,7,NDF
95436,10,US
95437,7,NDF
95438,7,NDF
95439,8,NL
95440,7,NDF
95441,10,US
95442,10,US
95443,7,NDF
95444,10,US
95445,7,NDF
95446,7,NDF
95447,10,US
95448,6,IT
95449,7,NDF
95450,2,DE
95451,7,NDF
95452,7,NDF
95453,7,NDF
95454,7,NDF
95455,7,NDF
95456,6,IT
95457,7,NDF
95458,7,NDF
95459,7,NDF
95460,4,FR
95461,7,NDF
95462,7,NDF
95463,7,NDF
95464,11,other
95465,6,IT
95466,10,US
95467,7,NDF
95468,10,US
95469,7,NDF
95470,7,NDF
95471,7,NDF
95472,7,NDF
95473,7,NDF
95474,7,NDF
95475,7,NDF
95476,7,NDF
95477,10,US
95478,7,NDF
95479,10,US
95480,7,NDF
95481,10,US
95482,7,NDF
95483,10,US
95484,7,NDF
95485,7,NDF
95486,7,NDF
95487,10,US
95488,7,NDF
95489,10,US
95490,10,US
95491,7,NDF
95492,7,NDF
95493,7,NDF
95494,7,NDF
95495,7,NDF
95496,10,US
95497,11,other
95498,10,US
95499,10,US
95500,5,GB
95501,10,US
95502,7,NDF
95503,10,US
95504,7,NDF
95505,7,NDF
95506,10,US
95507,7,NDF
95508,10,US
95509,11,other
95510,7,NDF
95511,7,NDF
95512,7,NDF
95513,4,FR
95514,10,US
95515,10,US
95516,7,NDF
95517,7,NDF
95518,11,other
95519,10,US
95520,7,NDF
95521,10,US
95522,10,US
95523,7,NDF
95524,10,US
95525,10,US
95526,10,US
95527,7,NDF
95528,7,NDF
95529,7,NDF
95530,7,NDF
95531,10,US
95532,7,NDF
95533,10,US
95534,11,other
95535,7,NDF
95536,10,US
95537,10,US
95538,7,NDF
95539,5,GB
95540,7,NDF
95541,7,NDF
95542,7,NDF
95543,10,US
95544,7,NDF
95545,7,NDF
95546,7,NDF
95547,10,US
95548,7,NDF
95549,7,NDF
95550,7,NDF
95551,7,NDF
95552,7,NDF
95553,7,NDF
95554,7,NDF
95555,7,NDF
95556,7,NDF
95557,10,US
95558,10,US
95559,10,US
95560,7,NDF
95561,7,NDF
95562,7,NDF
95563,7,NDF
95564,10,US
95565,7,NDF
95566,7,NDF
95567,7,NDF
95568,7,NDF
95569,10,US
95570,7,NDF
95571,10,US
95572,10,US
95573,7,NDF
95574,10,US
95575,7,NDF
95576,11,other
95577,7,NDF
95578,7,NDF
95579,7,NDF
95580,7,NDF
95581,7,NDF
95582,10,US
95583,7,NDF
95584,10,US
95585,7,NDF
95586,7,NDF
95587,7,NDF
95588,3,ES
95589,10,US
95590,7,NDF
95591,4,FR
95592,7,NDF
95593,10,US
95594,7,NDF
95595,7,NDF
95596,1,CA
95597,10,US
95598,2,DE
95599,7,NDF
95600,7,NDF
95601,7,NDF
95602,10,US
95603,10,US
95604,7,NDF
95605,7,NDF
95606,7,NDF
95607,7,NDF
95608,7,NDF
95609,7,NDF
95610,10,US
95611,10,US
95612,11,other
95613,10,US
95614,7,NDF
95615,7,NDF
95616,10,US
95617,7,NDF
95618,10,US
95619,3,ES
95620,7,NDF
95621,10,US
95622,7,NDF
95623,11,other
95624,10,US
95625,10,US
95626,11,other
95627,7,NDF
95628,7,NDF
95629,10,US
95630,7,NDF
95631,7,NDF
95632,10,US
95633,7,NDF
95634,7,NDF
95635,11,other
95636,7,NDF
95637,7,NDF
95638,10,US
95639,7,NDF
95640,10,US
95641,7,NDF
95642,7,NDF
95643,10,US
95644,10,US
95645,10,US
95646,7,NDF
95647,7,NDF
95648,11,other
95649,7,NDF
95650,1,CA
95651,7,NDF
95652,10,US
95653,4,FR
95654,7,NDF
95655,7,NDF
95656,4,FR
95657,10,US
95658,7,NDF
95659,7,NDF
95660,11,other
95661,7,NDF
95662,7,NDF
95663,10,US
95664,7,NDF
95665,7,NDF
95666,7,NDF
95667,7,NDF
95668,10,US
95669,10,US
95670,7,NDF
95671,7,NDF
95672,7,NDF
95673,8,NL
95674,7,NDF
95675,11,other
95676,7,NDF
95677,7,NDF
95678,7,NDF
95679,7,NDF
95680,7,NDF
95681,7,NDF
95682,5,GB
95683,7,NDF
95684,10,US
95685,10,US
95686,7,NDF
95687,10,US
95688,7,NDF
95689,7,NDF
95690,7,NDF
95691,7,NDF
95692,7,NDF
95693,7,NDF
95694,7,NDF
95695,7,NDF
95696,10,US
95697,7,NDF
95698,10,US
95699,10,US
95700,7,NDF
95701,11,other
95702,7,NDF
95703,7,NDF
95704,10,US
95705,7,NDF
95706,1,CA
95707,10,US
95708,10,US
95709,7,NDF
95710,10,US
95711,7,NDF
95712,7,NDF
95713,7,NDF
95714,10,US
95715,7,NDF
95716,10,US
95717,7,NDF
95718,10,US
95719,11,other
95720,10,US
95721,7,NDF
95722,7,NDF
95723,7,NDF
95724,7,NDF
95725,10,US
95726,7,NDF
95727,10,US
95728,11,other
95729,10,US
95730,10,US
95731,7,NDF
95732,10,US
95733,1,CA
95734,6,IT
95735,7,NDF
95736,7,NDF
95737,10,US
95738,10,US
95739,10,US
95740,7,NDF
95741,7,NDF
95742,7,NDF
95743,10,US
95744,7,NDF
95745,10,US
95746,10,US
95747,7,NDF
95748,7,NDF
95749,7,NDF
95750,7,NDF
95751,11,other
95752,7,NDF
95753,7,NDF
95754,10,US
95755,7,NDF
95756,7,NDF
95757,7,NDF
95758,7,NDF
95759,7,NDF
95760,10,US
95761,7,NDF
95762,10,US
95763,10,US
95764,7,NDF
95765,7,NDF
95766,7,NDF
95767,7,NDF
95768,10,US
95769,10,US
95770,7,NDF
95771,7,NDF
95772,7,NDF
95773,7,NDF
95774,3,ES
95775,10,US
95776,10,US
95777,7,NDF
95778,11,other
95779,7,NDF
95780,10,US
95781,10,US
95782,7,NDF
95783,7,NDF
95784,7,NDF
95785,7,NDF
95786,7,NDF
95787,7,NDF
95788,7,NDF
95789,7,NDF
95790,10,US
95791,10,US
95792,7,NDF
95793,1,CA
95794,7,NDF
95795,10,US
95796,7,NDF
95797,7,NDF
95798,11,other
95799,7,NDF
95800,7,NDF
95801,10,US
95802,5,GB
95803,7,NDF
95804,7,NDF
95805,1,CA
95806,10,US
95807,10,US
95808,11,other
95809,7,NDF
95810,10,US
95811,10,US
95812,7,NDF
95813,4,FR
95814,5,GB
95815,10,US
95816,7,NDF
95817,7,NDF
95818,10,US
95819,7,NDF
95820,10,US
95821,7,NDF
95822,10,US
95823,7,NDF
95824,7,NDF
95825,10,US
95826,7,NDF
95827,11,other
95828,10,US
95829,7,NDF
95830,7,NDF
95831,10,US
95832,10,US
95833,7,NDF
95834,7,NDF
95835,7,NDF
95836,7,NDF
95837,7,NDF
95838,4,FR
95839,7,NDF
95840,7,NDF
95841,7,NDF
95842,7,NDF
95843,10,US
95844,10,US
95845,7,NDF
95846,7,NDF
95847,7,NDF
95848,10,US
95849,7,NDF
95850,1,CA
95851,7,NDF
95852,10,US
95853,7,NDF
95854,7,NDF
95855,7,NDF
95856,10,US
95857,10,US
95858,7,NDF
95859,7,NDF
95860,10,US
95861,7,NDF
95862,7,NDF
95863,10,US
95864,7,NDF
95865,7,NDF
95866,6,IT
95867,10,US
95868,7,NDF
95869,7,NDF
95870,7,NDF
95871,7,NDF
95872,7,NDF
95873,7,NDF
95874,7,NDF
95875,10,US
95876,10,US
95877,7,NDF
95878,7,NDF
95879,10,US
95880,10,US
95881,10,US
95882,7,NDF
95883,7,NDF
95884,7,NDF
95885,4,FR
95886,7,NDF
95887,7,NDF
95888,7,NDF
95889,7,NDF
95890,7,NDF
95891,7,NDF
95892,7,NDF
95893,10,US
95894,7,NDF
95895,11,other
95896,7,NDF
95897,10,US
95898,10,US
95899,7,NDF
95900,4,FR
95901,7,NDF
95902,7,NDF
95903,7,NDF
95904,7,NDF
95905,7,NDF
95906,7,NDF
95907,10,US
95908,7,NDF
95909,7,NDF
95910,7,NDF
95911,10,US
95912,7,NDF
95913,7,NDF
95914,7,NDF
95915,7,NDF
95916,7,NDF
95917,10,US
95918,10,US
95919,7,NDF
95920,7,NDF
95921,7,NDF
95922,7,NDF
95923,10,US
95924,7,NDF
95925,7,NDF
95926,10,US
95927,11,other
95928,7,NDF
95929,10,US
95930,7,NDF
95931,7,NDF
95932,10,US
95933,7,NDF
95934,7,NDF
95935,11,other
95936,7,NDF
95937,7,NDF
95938,10,US
95939,10,US
95940,11,other
95941,10,US
95942,7,NDF
95943,7,NDF
95944,7,NDF
95945,7,NDF
95946,7,NDF
95947,7,NDF
95948,6,IT
95949,7,NDF
95950,10,US
95951,5,GB
95952,10,US
95953,10,US
95954,7,NDF
95955,7,NDF
95956,10,US
95957,7,NDF
95958,5,GB
95959,2,DE
95960,3,ES
95961,7,NDF
95962,7,NDF
95963,5,GB
95964,7,NDF
95965,10,US
95966,7,NDF
95967,7,NDF
95968,7,NDF
95969,10,US
95970,10,US
95971,7,NDF
95972,7,NDF
95973,7,NDF
95974,7,NDF
95975,7,NDF
95976,11,other
95977,7,NDF
95978,11,other
95979,7,NDF
95980,7,NDF
95981,10,US
95982,7,NDF
95983,7,NDF
95984,4,FR
95985,10,US
95986,7,NDF
95987,7,NDF
95988,10,US
95989,7,NDF
95990,7,NDF
95991,3,ES
95992,7,NDF
95993,10,US
95994,5,GB
95995,10,US
95996,7,NDF
95997,7,NDF
95998,10,US
95999,10,US
96000,7,NDF
96001,7,NDF
96002,7,NDF
96003,10,US
96004,7,NDF
96005,10,US
96006,7,NDF
96007,7,NDF
96008,6,IT
96009,10,US
96010,11,other
96011,7,NDF
96012,7,NDF
96013,10,US
96014,10,US
96015,10,US
96016,10,US
96017,11,other
96018,7,NDF
96019,7,NDF
96020,7,NDF
96021,7,NDF
96022,7,NDF
96023,1,CA
96024,7,NDF
96025,7,NDF
96026,3,ES
96027,7,NDF
96028,7,NDF
96029,10,US
96030,10,US
96031,10,US
96032,10,US
96033,11,other
96034,7,NDF
96035,10,US
96036,7,NDF
96037,7,NDF
96038,7,NDF
96039,7,NDF
96040,10,US
96041,10,US
96042,10,US
96043,7,NDF
96044,10,US
96045,7,NDF
96046,7,NDF
96047,7,NDF
96048,10,US
96049,7,NDF
96050,7,NDF
96051,7,NDF
96052,10,US
96053,7,NDF
96054,11,other
96055,7,NDF
96056,7,NDF
96057,7,NDF
96058,7,NDF
96059,7,NDF
96060,10,US
96061,10,US
96062,4,FR
96063,10,US
96064,10,US
96065,10,US
96066,7,NDF
96067,7,NDF
96068,7,NDF
96069,10,US
96070,7,NDF
96071,10,US
96072,7,NDF
96073,7,NDF
96074,10,US
96075,7,NDF
96076,7,NDF
96077,10,US
96078,10,US
96079,10,US
96080,11,other
96081,7,NDF
96082,3,ES
96083,7,NDF
96084,10,US
96085,7,NDF
96086,1,CA
96087,10,US
96088,7,NDF
96089,7,NDF
96090,7,NDF
96091,7,NDF
96092,7,NDF
96093,7,NDF
96094,10,US
96095,7,NDF
96096,7,NDF
96097,7,NDF
96098,7,NDF
96099,10,US
96100,11,other
96101,10,US
96102,5,GB
96103,10,US
96104,10,US
96105,7,NDF
96106,7,NDF
96107,7,NDF
96108,7,NDF
96109,7,NDF
96110,10,US
96111,7,NDF
96112,10,US
96113,7,NDF
96114,10,US
96115,7,NDF
96116,10,US
96117,10,US
96118,7,NDF
96119,7,NDF
96120,7,NDF
96121,11,other
96122,10,US
96123,7,NDF
96124,7,NDF
96125,10,US
96126,10,US
96127,7,NDF
96128,7,NDF
96129,4,FR
96130,7,NDF
96131,7,NDF
96132,7,NDF
96133,7,NDF
96134,10,US
96135,7,NDF
96136,7,NDF
96137,7,NDF
96138,7,NDF
96139,7,NDF
96140,7,NDF
96141,7,NDF
96142,7,NDF
96143,11,other
96144,7,NDF
96145,10,US
96146,10,US
96147,10,US
96148,7,NDF
96149,7,NDF
96150,7,NDF
96151,7,NDF
96152,7,NDF
96153,10,US
96154,7,NDF
96155,10,US
96156,7,NDF
96157,7,NDF
96158,7,NDF
96159,7,NDF
96160,7,NDF
96161,7,NDF
96162,10,US
96163,10,US
96164,7,NDF
96165,7,NDF
96166,7,NDF
96167,11,other
96168,10,US
96169,10,US
96170,7,NDF
96171,10,US
96172,7,NDF
96173,7,NDF
96174,7,NDF
96175,11,other
96176,7,NDF
96177,7,NDF
96178,7,NDF
96179,7,NDF
96180,7,NDF
96181,11,other
96182,7,NDF
96183,10,US
96184,7,NDF
96185,7,NDF
96186,7,NDF
96187,7,NDF
96188,7,NDF
96189,7,NDF
96190,7,NDF
96191,11,other
96192,7,NDF
96193,7,NDF
96194,10,US
96195,7,NDF
96196,7,NDF
96197,11,other
96198,7,NDF
96199,10,US
96200,7,NDF
96201,4,FR
96202,10,US
96203,11,other
96204,7,NDF
96205,7,NDF
96206,10,US
96207,7,NDF
96208,7,NDF
96209,10,US
96210,7,NDF
96211,3,ES
96212,7,NDF
96213,10,US
96214,7,NDF
96215,10,US
96216,10,US
96217,10,US
96218,7,NDF
96219,10,US
96220,7,NDF
96221,10,US
96222,7,NDF
96223,10,US
96224,10,US
96225,7,NDF
96226,10,US
96227,7,NDF
96228,10,US
96229,10,US
96230,10,US
96231,10,US
96232,7,NDF
96233,7,NDF
96234,10,US
96235,7,NDF
96236,7,NDF
96237,10,US
96238,7,NDF
96239,5,GB
96240,7,NDF
96241,7,NDF
96242,7,NDF
96243,1,CA
96244,7,NDF
96245,10,US
96246,10,US
96247,1,CA
96248,11,other
96249,10,US
96250,7,NDF
96251,10,US
96252,7,NDF
96253,7,NDF
96254,7,NDF
96255,7,NDF
96256,10,US
96257,7,NDF
96258,7,NDF
96259,7,NDF
96260,4,FR
96261,7,NDF
96262,10,US
96263,6,IT
96264,7,NDF
96265,11,other
96266,7,NDF
96267,10,US
96268,7,NDF
96269,5,GB
96270,7,NDF
96271,7,NDF
96272,7,NDF
96273,7,NDF
96274,10,US
96275,7,NDF
96276,11,other
96277,7,NDF
96278,7,NDF
96279,7,NDF
96280,7,NDF
96281,7,NDF
96282,10,US
96283,10,US
96284,7,NDF
96285,7,NDF
96286,7,NDF
96287,10,US
96288,11,other
96289,7,NDF
96290,11,other
96291,10,US
96292,7,NDF
96293,7,NDF
96294,7,NDF
96295,6,IT
96296,10,US
96297,10,US
96298,7,NDF
96299,7,NDF
96300,10,US
96301,10,US
96302,10,US
96303,4,FR
96304,7,NDF
96305,10,US
96306,7,NDF
96307,11,other
96308,7,NDF
96309,4,FR
96310,7,NDF
96311,7,NDF
96312,7,NDF
96313,7,NDF
96314,7,NDF
96315,7,NDF
96316,7,NDF
96317,7,NDF
96318,7,NDF
96319,7,NDF
96320,7,NDF
96321,7,NDF
96322,7,NDF
96323,7,NDF
96324,7,NDF
96325,10,US
96326,11,other
96327,10,US
96328,10,US
96329,7,NDF
96330,7,NDF
96331,7,NDF
96332,10,US
96333,7,NDF
96334,7,NDF
96335,7,NDF
96336,10,US
96337,7,NDF
96338,10,US
96339,3,ES
96340,10,US
96341,10,US
96342,7,NDF
96343,7,NDF
96344,7,NDF
96345,7,NDF
96346,7,NDF
96347,7,NDF
96348,10,US
96349,7,NDF
96350,7,NDF
96351,7,NDF
96352,10,US
96353,7,NDF
96354,10,US
96355,7,NDF
96356,10,US
96357,7,NDF
96358,7,NDF
96359,10,US
96360,10,US
96361,7,NDF
96362,7,NDF
96363,7,NDF
96364,7,NDF
96365,10,US
96366,7,NDF
96367,10,US
96368,7,NDF
96369,7,NDF
96370,11,other
96371,10,US
96372,10,US
96373,10,US
96374,7,NDF
96375,7,NDF
96376,7,NDF
96377,10,US
96378,7,NDF
96379,10,US
96380,10,US
96381,7,NDF
96382,8,NL
96383,7,NDF
96384,10,US
96385,7,NDF
96386,7,NDF
96387,7,NDF
96388,7,NDF
96389,10,US
96390,6,IT
96391,7,NDF
96392,7,NDF
96393,2,DE
96394,10,US
96395,7,NDF
96396,7,NDF
96397,7,NDF
96398,10,US
96399,7,NDF
96400,10,US
96401,10,US
96402,10,US
96403,10,US
96404,7,NDF
96405,7,NDF
96406,7,NDF
96407,10,US
96408,7,NDF
96409,10,US
96410,7,NDF
96411,10,US
96412,10,US
96413,7,NDF
96414,7,NDF
96415,7,NDF
96416,10,US
96417,7,NDF
96418,10,US
96419,10,US
96420,10,US
96421,10,US
96422,7,NDF
96423,10,US
96424,7,NDF
96425,7,NDF
96426,7,NDF
96427,10,US
96428,10,US
96429,10,US
96430,10,US
96431,7,NDF
96432,7,NDF
96433,8,NL
96434,7,NDF
96435,10,US
96436,7,NDF
96437,10,US
96438,11,other
96439,7,NDF
96440,10,US
96441,10,US
96442,7,NDF
96443,10,US
96444,10,US
96445,7,NDF
96446,10,US
96447,7,NDF
96448,7,NDF
96449,7,NDF
96450,3,ES
96451,7,NDF
96452,10,US
96453,11,other
96454,3,ES
96455,7,NDF
96456,10,US
96457,6,IT
96458,7,NDF
96459,7,NDF
96460,10,US
96461,10,US
96462,7,NDF
96463,10,US
96464,7,NDF
96465,10,US
96466,11,other
96467,10,US
96468,7,NDF
96469,7,NDF
96470,7,NDF
96471,7,NDF
96472,7,NDF
96473,4,FR
96474,7,NDF
96475,11,other
96476,7,NDF
96477,11,other
96478,10,US
96479,7,NDF
96480,7,NDF
96481,7,NDF
96482,10,US
96483,7,NDF
96484,10,US
96485,7,NDF
96486,7,NDF
96487,6,IT
96488,11,other
96489,10,US
96490,10,US
96491,7,NDF
96492,7,NDF
96493,7,NDF
96494,10,US
96495,7,NDF
96496,7,NDF
96497,7,NDF
96498,10,US
96499,7,NDF
96500,4,FR
96501,10,US
96502,10,US
96503,7,NDF
96504,7,NDF
96505,10,US
96506,10,US
96507,7,NDF
96508,7,NDF
96509,7,NDF
96510,10,US
96511,7,NDF
96512,7,NDF
96513,10,US
96514,7,NDF
96515,7,NDF
96516,7,NDF
96517,7,NDF
96518,11,other
96519,7,NDF
96520,7,NDF
96521,7,NDF
96522,10,US
96523,7,NDF
96524,7,NDF
96525,7,NDF
96526,4,FR
96527,10,US
96528,7,NDF
96529,7,NDF
96530,11,other
96531,10,US
96532,10,US
96533,10,US
96534,7,NDF
96535,7,NDF
96536,7,NDF
96537,11,other
96538,10,US
96539,10,US
96540,5,GB
96541,7,NDF
96542,7,NDF
96543,7,NDF
96544,10,US
96545,7,NDF
96546,7,NDF
96547,7,NDF
96548,7,NDF
96549,7,NDF
96550,7,NDF
96551,10,US
96552,7,NDF
96553,4,FR
96554,7,NDF
96555,7,NDF
96556,10,US
96557,7,NDF
96558,7,NDF
96559,4,FR
96560,7,NDF
96561,7,NDF
96562,11,other
96563,7,NDF
96564,4,FR
96565,7,NDF
96566,0,AU
96567,7,NDF
96568,11,other
96569,7,NDF
96570,7,NDF
96571,10,US
96572,11,other
96573,7,NDF
96574,7,NDF
96575,7,NDF
96576,7,NDF
96577,7,NDF
96578,10,US
96579,4,FR
96580,7,NDF
96581,4,FR
96582,7,NDF
96583,10,US
96584,7,NDF
96585,4,FR
96586,7,NDF
96587,10,US
96588,7,NDF
96589,7,NDF
96590,7,NDF
96591,5,GB
96592,7,NDF
96593,7,NDF
96594,2,DE
96595,7,NDF
96596,7,NDF
96597,10,US
96598,6,IT
96599,7,NDF
96600,7,NDF
96601,10,US
96602,7,NDF
96603,0,AU
96604,7,NDF
96605,7,NDF
96606,10,US
96607,7,NDF
96608,7,NDF
96609,10,US
96610,10,US
96611,3,ES
96612,7,NDF
96613,10,US
96614,7,NDF
96615,10,US
96616,7,NDF
96617,10,US
96618,10,US
96619,7,NDF
96620,10,US
96621,10,US
96622,7,NDF
96623,10,US
96624,7,NDF
96625,11,other
96626,7,NDF
96627,7,NDF
96628,10,US
96629,7,NDF
96630,7,NDF
96631,7,NDF
96632,7,NDF
96633,7,NDF
96634,7,NDF
96635,10,US
96636,7,NDF
96637,7,NDF
96638,10,US
96639,7,NDF
96640,7,NDF
96641,7,NDF
96642,7,NDF
96643,10,US
96644,10,US
96645,10,US
96646,2,DE
96647,10,US
96648,10,US
96649,10,US
96650,7,NDF
96651,7,NDF
96652,10,US
96653,7,NDF
96654,10,US
96655,10,US
96656,7,NDF
96657,7,NDF
96658,7,NDF
96659,7,NDF
96660,7,NDF
96661,7,NDF
96662,7,NDF
96663,6,IT
96664,4,FR
96665,7,NDF
96666,10,US
96667,7,NDF
96668,10,US
96669,7,NDF
96670,10,US
96671,7,NDF
96672,10,US
96673,10,US
96674,10,US
96675,10,US
96676,7,NDF
96677,10,US
96678,7,NDF
96679,7,NDF
96680,10,US
96681,7,NDF
96682,5,GB
96683,7,NDF
96684,7,NDF
96685,11,other
96686,7,NDF
96687,10,US
96688,10,US
96689,7,NDF
96690,10,US
96691,7,NDF
96692,10,US
96693,7,NDF
96694,11,other
96695,7,NDF
96696,4,FR
96697,6,IT
96698,10,US
96699,7,NDF
96700,7,NDF
96701,7,NDF
96702,7,NDF
96703,7,NDF
96704,7,NDF
96705,1,CA
96706,7,NDF
96707,7,NDF
96708,7,NDF
96709,11,other
96710,7,NDF
96711,7,NDF
96712,11,other
96713,7,NDF
96714,7,NDF
96715,10,US
96716,7,NDF
96717,7,NDF
96718,7,NDF
96719,7,NDF
96720,7,NDF
96721,7,NDF
96722,10,US
96723,10,US
96724,7,NDF
96725,10,US
96726,5,GB
96727,7,NDF
96728,6,IT
96729,10,US
96730,10,US
96731,7,NDF
96732,7,NDF
96733,7,NDF
96734,10,US
96735,7,NDF
96736,7,NDF
96737,7,NDF
96738,10,US
96739,7,NDF
96740,7,NDF
96741,10,US
96742,10,US
96743,10,US
96744,7,NDF
96745,11,other
96746,7,NDF
96747,10,US
96748,7,NDF
96749,7,NDF
96750,7,NDF
96751,7,NDF
96752,7,NDF
96753,5,GB
96754,10,US
96755,7,NDF
96756,7,NDF
96757,7,NDF
96758,7,NDF
96759,10,US
96760,7,NDF
96761,11,other
96762,11,other
96763,7,NDF
96764,10,US
96765,10,US
96766,7,NDF
96767,5,GB
96768,7,NDF
96769,3,ES
96770,7,NDF
96771,7,NDF
96772,10,US
96773,7,NDF
96774,6,IT
96775,7,NDF
96776,10,US
96777,7,NDF
96778,7,NDF
96779,7,NDF
96780,7,NDF
96781,7,NDF
96782,10,US
96783,7,NDF
96784,7,NDF
96785,7,NDF
96786,7,NDF
96787,7,NDF
96788,7,NDF
96789,10,US
96790,7,NDF
96791,10,US
96792,7,NDF
96793,7,NDF
96794,7,NDF
96795,7,NDF
96796,10,US
96797,7,NDF
96798,10,US
96799,7,NDF
96800,4,FR
96801,7,NDF
96802,10,US
96803,7,NDF
96804,7,NDF
96805,7,NDF
96806,7,NDF
96807,7,NDF
96808,10,US
96809,7,NDF
96810,10,US
96811,10,US
96812,11,other
96813,10,US
96814,10,US
96815,7,NDF
96816,10,US
96817,1,CA
96818,2,DE
96819,7,NDF
96820,7,NDF
96821,7,NDF
96822,7,NDF
96823,7,NDF
96824,7,NDF
96825,7,NDF
96826,11,other
96827,5,GB
96828,7,NDF
96829,10,US
96830,7,NDF
96831,10,US
96832,7,NDF
96833,2,DE
96834,7,NDF
96835,7,NDF
96836,1,CA
96837,10,US
96838,10,US
96839,10,US
96840,7,NDF
96841,10,US
96842,11,other
96843,7,NDF
96844,7,NDF
96845,10,US
96846,1,CA
96847,7,NDF
96848,10,US
96849,7,NDF
96850,7,NDF
96851,10,US
96852,7,NDF
96853,7,NDF
96854,7,NDF
96855,10,US
96856,10,US
96857,10,US
96858,11,other
96859,7,NDF
96860,7,NDF
96861,7,NDF
96862,10,US
96863,7,NDF
96864,7,NDF
96865,7,NDF
96866,11,other
96867,7,NDF
96868,6,IT
96869,10,US
96870,7,NDF
96871,7,NDF
96872,7,NDF
96873,7,NDF
96874,7,NDF
96875,10,US
96876,7,NDF
96877,10,US
96878,7,NDF
96879,10,US
96880,10,US
96881,6,IT
96882,10,US
96883,7,NDF
96884,7,NDF
96885,10,US
96886,7,NDF
96887,7,NDF
96888,7,NDF
